pointid,grid_code,POINT_X,POINT_Y,z1pt0,z2pt5
"69132",1000.0000000000,177.1126549500,-38.6392368380,8.266183243909415,0.443316179892164
"69133",1000.0000000000,177.1226549500,-38.6392368380,8.266183243909415,0.443316179892164
"69134",1000.0000000000,177.1326549500,-38.6392368380,8.266183243909415,0.443316179892164
"69135",943.8550000000,177.1426549500,-38.6392368380,10.306597874425888,0.473611174808006
"69136",898.6960000000,177.1526549500,-38.6392368380,12.427556353350697,0.500934022390169
"69137",894.3710000000,177.1626549500,-38.6392368380,12.658461322461912,0.503706231164463
"69138",897.5310000000,177.1726549500,-38.6392368380,12.489227985496122,0.501677937863158
"69139",938.9950000000,177.1826549500,-38.6392368380,10.511722987563145,0.476416495583055
"69140",994.3280000000,177.1926549500,-38.6392368380,8.447683023057222,0.446210351003497
"69141",1000.0000000000,177.2026549500,-38.6392368380,8.266183243909415,0.443316179892164
"69142",1000.0000000000,177.2126549500,-38.6392368380,8.266183243909415,0.443316179892164
"69143",1000.0000000000,177.2226549500,-38.6392368380,8.266183243909415,0.443316179892164
"69144",1000.0000000000,177.2326549500,-38.6392368380,8.266183243909415,0.443316179892164
"69145",1000.0000000000,177.2426549500,-38.6392368380,8.266183243909415,0.443316179892164
"69146",1000.0000000000,177.2526549500,-38.6392368380,8.266183243909415,0.443316179892164
"69152",804.8400000000,177.3126549500,-38.6392368380,18.927122624946882,0.568305493665508
"69153",956.2380000000,177.3226549500,-38.6392368380,9.806299973712111,0.466601445978052
"69154",974.7750000000,177.3326549500,-38.6392368380,9.113189552859264,0.456464459476723
"69155",996.0840000000,177.3426549500,-38.6392368380,8.390959972908968,0.445310565365806
"69156",806.2850000000,177.3526549500,-38.6392368380,18.798179449113366,0.567140479855577
"69157",821.7150000000,177.3626549500,-38.6392368380,17.487836546183793,0.554973840360798
"69158",837.4150000000,177.3726549500,-38.6392368380,16.270342728785856,0.543086966638675
"69159",897.5260000000,177.3826549500,-38.6392368380,12.489493500625503,0.501681135095278
"69160",997.4040000000,177.3926549500,-38.6392368380,8.348636698160197,0.444636424819036
"69161",1000.0000000000,177.4026549500,-38.6392368380,8.266183243909415,0.443316179892164
"69162",1000.0000000000,177.4126549500,-38.6392368380,8.266183243909415,0.443316179892164
"69163",1000.0000000000,177.4226549500,-38.6392368380,8.266183243909415,0.443316179892164
"69164",1000.0000000000,177.4326549500,-38.6392368380,8.266183243909415,0.443316179892164
"69165",972.8450000000,177.4426549500,-38.6392368380,9.182409943518792,0.457500576110071
"69485",1000.0000000000,177.0226549500,-38.6492368380,8.266183243909415,0.443316179892164
"69486",1000.0000000000,177.0326549500,-38.6492368380,8.266183243909415,0.443316179892164
"69487",1000.0000000000,177.0426549500,-38.6492368380,8.266183243909415,0.443316179892164
"69488",1000.0000000000,177.0526549500,-38.6492368380,8.266183243909415,0.443316179892164
"69489",913.8810000000,177.0626549500,-38.6492368380,11.657731629944212,0.491423391267407
"69490",863.4640000000,177.0726549500,-38.6492368380,14.476249127378512,0.524384899340752
"69491",928.8770000000,177.0826549500,-38.6492368380,10.955548966988536,0.482357894341249
"69492",1000.0000000000,177.0926549500,-38.6492368380,8.266183243909415,0.443316179892164
"69493",1000.0000000000,177.1026549500,-38.6492368380,8.266183243909415,0.443316179892164
"69494",1000.0000000000,177.1126549500,-38.6492368380,8.266183243909415,0.443316179892164
"69495",1000.0000000000,177.1226549500,-38.6492368380,8.266183243909415,0.443316179892164
"69496",1000.0000000000,177.1326549500,-38.6492368380,8.266183243909415,0.443316179892164
"69497",1000.0000000000,177.1426549500,-38.6492368380,8.266183243909415,0.443316179892164
"69498",1000.0000000000,177.1526549500,-38.6492368380,8.266183243909415,0.443316179892164
"69499",1000.0000000000,177.1626549500,-38.6492368380,8.266183243909415,0.443316179892164
"69500",1000.0000000000,177.1726549500,-38.6492368380,8.266183243909415,0.443316179892164
"69501",1000.0000000000,177.1826549500,-38.6492368380,8.266183243909415,0.443316179892164
"69502",1000.0000000000,177.1926549500,-38.6492368380,8.266183243909415,0.443316179892164
"69503",1000.0000000000,177.2026549500,-38.6492368380,8.266183243909415,0.443316179892164
"69504",1000.0000000000,177.2126549500,-38.6492368380,8.266183243909415,0.443316179892164
"69505",988.9290000000,177.2226549500,-38.6492368380,8.625139551141311,0.448998296592872
"69506",969.2510000000,177.2326549500,-38.6492368380,9.313086494163665,0.459441798508174
"69507",989.1470000000,177.2426549500,-38.6492368380,8.617883678238986,0.448885093190138
"69508",1000.0000000000,177.2526549500,-38.6492368380,8.266183243909415,0.443316179892164
"69509",1000.0000000000,177.2626549500,-38.6492368380,8.266183243909415,0.443316179892164
"69510",1000.0000000000,177.2726549500,-38.6492368380,8.266183243909415,0.443316179892164
"69514",926.1950000000,177.3126549500,-38.6492368380,11.077136616886039,0.483956135163204
"69515",914.2170000000,177.3226549500,-38.6492368380,11.641387352719860,0.491216776984627
"69516",833.1950000000,177.3326549500,-38.6492368380,16.586820906047713,0.546234854965941
"69517",853.7610000000,177.3426549500,-38.6492368380,15.113932936493423,0.531208286351456
"69518",570.7130000000,177.3526549500,-38.6492368380,69.219022481981526,0.842115495547758
"69519",684.9360000000,177.3626549500,-38.6492368380,34.946735670145856,0.683486577224669
"69520",857.6980000000,177.3726549500,-38.6492368380,14.851010979752862,0.528419738258508
"69521",950.3950000000,177.3826549500,-38.6492368380,10.038461532467650,0.469884633675308
"69522",998.9610000000,177.3926549500,-38.6492368380,8.299059884196438,0.443843700138254
"69523",1000.0000000000,177.4026549500,-38.6492368380,8.266183243909415,0.443316179892164
"69524",1000.0000000000,177.4126549500,-38.6492368380,8.266183243909415,0.443316179892164
"69525",1000.0000000000,177.4226549500,-38.6492368380,8.266183243909415,0.443316179892164
"69526",1000.0000000000,177.4326549500,-38.6492368380,8.266183243909415,0.443316179892164
"69848",1000.0000000000,177.0226549500,-38.6592368380,8.266183243909415,0.443316179892164
"69849",1000.0000000000,177.0326549500,-38.6592368380,8.266183243909415,0.443316179892164
"69850",1000.0000000000,177.0426549500,-38.6592368380,8.266183243909415,0.443316179892164
"69851",1000.0000000000,177.0526549500,-38.6592368380,8.266183243909415,0.443316179892164
"69852",985.1250000000,177.0626549500,-38.6592368380,8.753000204690215,0.450982291167286
"69853",975.5600000000,177.0726549500,-38.6592368380,9.085223420610962,0.456044290969985
"69854",989.7990000000,177.0826549500,-38.6592368380,8.596228511639080,0.448546840553271
"69855",1000.0000000000,177.0926549500,-38.6592368380,8.266183243909415,0.443316179892164
"69856",1000.0000000000,177.1026549500,-38.6592368380,8.266183243909415,0.443316179892164
"69857",1000.0000000000,177.1126549500,-38.6592368380,8.266183243909415,0.443316179892164
"69858",1000.0000000000,177.1226549500,-38.6592368380,8.266183243909415,0.443316179892164
"69859",1000.0000000000,177.1326549500,-38.6592368380,8.266183243909415,0.443316179892164
"69860",1000.0000000000,177.1426549500,-38.6592368380,8.266183243909415,0.443316179892164
"69861",1000.0000000000,177.1526549500,-38.6592368380,8.266183243909415,0.443316179892164
"69862",1000.0000000000,177.1626549500,-38.6592368380,8.266183243909415,0.443316179892164
"69863",1000.0000000000,177.1726549500,-38.6592368380,8.266183243909415,0.443316179892164
"69864",1000.0000000000,177.1826549500,-38.6592368380,8.266183243909415,0.443316179892164
"69865",1000.0000000000,177.1926549500,-38.6592368380,8.266183243909415,0.443316179892164
"69866",1000.0000000000,177.2026549500,-38.6592368380,8.266183243909415,0.443316179892164
"69867",983.2890000000,177.2126549500,-38.6592368380,8.815567245450527,0.451945754875257
"69868",802.9820000000,177.2226549500,-38.6592368380,19.094558272536066,0.569810090270858
"69869",650.7950000000,177.2326549500,-38.6592368380,42.396242824509144,0.724658530003453
"69870",918.7010000000,177.2426549500,-38.6592368380,11.426008192289309,0.488474964360394
"69871",1000.0000000000,177.2526549500,-38.6592368380,8.266183243909415,0.443316179892164
"69872",1000.0000000000,177.2626549500,-38.6592368380,8.266183243909415,0.443316179892164
"69873",1000.0000000000,177.2726549500,-38.6592368380,8.266183243909415,0.443316179892164
"69874",1000.0000000000,177.2826549500,-38.6592368380,8.266183243909415,0.443316179892164
"69875",1000.0000000000,177.2926549500,-38.6592368380,8.266183243909415,0.443316179892164
"69876",1000.0000000000,177.3026549500,-38.6592368380,8.266183243909415,0.443316179892164
"69877",1000.0000000000,177.3126549500,-38.6592368380,8.266183243909415,0.443316179892164
"69878",972.3070000000,177.3226549500,-38.6592368380,9.201823631554628,0.457790186295642
"69879",738.2790000000,177.3326549500,-38.6592368380,26.290497817391508,0.627291369955631
"69880",741.4090000000,177.3426549500,-38.6592368380,25.870993014280224,0.624262716155926
"69881",772.9060000000,177.3526549500,-38.6592368380,22.083156059229690,0.595246241380841
"69882",895.2850000000,177.3626549500,-38.6592368380,12.609216777480826,0.503117988795360
"69883",981.7170000000,177.3726549500,-38.6592368380,8.869586436093039,0.452773751584800
"69884",1000.0000000000,177.3826549500,-38.6592368380,8.266183243909415,0.443316179892164
"69885",1000.0000000000,177.3926549500,-38.6592368380,8.266183243909415,0.443316179892164
"69886",1000.0000000000,177.4026549500,-38.6592368380,8.266183243909415,0.443316179892164
"69887",1000.0000000000,177.4126549500,-38.6592368380,8.266183243909415,0.443316179892164
"69888",1000.0000000000,177.4226549500,-38.6592368380,8.266183243909415,0.443316179892164
"69889",1000.0000000000,177.4326549500,-38.6592368380,8.266183243909415,0.443316179892164
"70195",1000.0000000000,176.8826549500,-38.6692368380,8.266183243909415,0.443316179892164
"70209",1000.0000000000,177.0226549500,-38.6692368380,8.266183243909415,0.443316179892164
"70210",1000.0000000000,177.0326549500,-38.6692368380,8.266183243909415,0.443316179892164
"70211",1000.0000000000,177.0426549500,-38.6692368380,8.266183243909415,0.443316179892164
"70212",995.0740000000,177.0526549500,-38.6692368380,8.423526527392827,0.445827679902597
"70213",935.2060000000,177.0626549500,-38.6692368380,10.675225088885259,0.478625296930012
"70214",893.9080000000,177.0726549500,-38.6692368380,12.683499326732591,0.504004705990719
"70215",1000.0000000000,177.0826549500,-38.6692368380,8.266183243909415,0.443316179892164
"70216",1000.0000000000,177.0926549500,-38.6692368380,8.266183243909415,0.443316179892164
"70217",1000.0000000000,177.1026549500,-38.6692368380,8.266183243909415,0.443316179892164
"70218",1000.0000000000,177.1126549500,-38.6692368380,8.266183243909415,0.443316179892164
"70219",1000.0000000000,177.1226549500,-38.6692368380,8.266183243909415,0.443316179892164
"70220",1000.0000000000,177.1326549500,-38.6692368380,8.266183243909415,0.443316179892164
"70221",1000.0000000000,177.1426549500,-38.6692368380,8.266183243909415,0.443316179892164
"70222",1000.0000000000,177.1526549500,-38.6692368380,8.266183243909415,0.443316179892164
"70223",999.2970000000,177.1626549500,-38.6692368380,8.288409967538778,0.443672977834250
"70224",989.2960000000,177.1726549500,-38.6692368380,8.612928816662484,0.448807750991572
"70225",941.5180000000,177.1826549500,-38.6692368380,10.404599321047368,0.474956278001898
"70226",939.7340000000,177.1926549500,-38.6692368380,10.480202515143331,0.475987919711634
"70227",972.0880000000,177.2026549500,-38.6692368380,9.209741048444483,0.457908174360920
"70228",875.1280000000,177.2126549500,-38.6692368380,13.753855367679048,0.516396981856720
"70229",656.6470000000,177.2226549500,-38.6692368380,40.988515765215595,0.717275199398658
"70230",605.9490000000,177.2326549500,-38.6692368380,55.426282790924461,0.786333384805533
"70231",942.7960000000,177.2426549500,-38.6692368380,10.350861925327253,0.474219815948707
"70232",997.5100000000,177.2526549500,-38.6692368380,8.345249699365018,0.444582372249262
"70233",1000.0000000000,177.2626549500,-38.6692368380,8.266183243909415,0.443316179892164
"70234",1000.0000000000,177.2726549500,-38.6692368380,8.266183243909415,0.443316179892164
"70235",1000.0000000000,177.2826549500,-38.6692368380,8.266183243909415,0.443316179892164
"70236",1000.0000000000,177.2926549500,-38.6692368380,8.266183243909415,0.443316179892164
"70237",1000.0000000000,177.3026549500,-38.6692368380,8.266183243909415,0.443316179892164
"70238",1000.0000000000,177.3126549500,-38.6692368380,8.266183243909415,0.443316179892164
"70239",987.9220000000,177.3226549500,-38.6692368380,8.658756510573790,0.449521908355529
"70240",782.9360000000,177.3326549500,-38.6692368380,21.025097921647454,0.586530685028795
"70241",752.0650000000,177.3426549500,-38.6692368380,24.504269941910174,0.614154205525044
"70242",902.9350000000,177.3526549500,-38.6692368380,12.206369069100031,0.498244553895147
"70243",992.6990000000,177.3626549500,-38.6692368380,8.500736649416474,0.447048112603835
"70244",1000.0000000000,177.3726549500,-38.6692368380,8.266183243909415,0.443316179892164
"70245",1000.0000000000,177.3826549500,-38.6692368380,8.266183243909415,0.443316179892164
"70246",1000.0000000000,177.3926549500,-38.6692368380,8.266183243909415,0.443316179892164
"70247",1000.0000000000,177.4026549500,-38.6692368380,8.266183243909415,0.443316179892164
"70248",1000.0000000000,177.4126549500,-38.6692368380,8.266183243909415,0.443316179892164
"70249",1000.0000000000,177.4226549500,-38.6692368380,8.266183243909415,0.443316179892164
"70551",1000.0000000000,176.8426549500,-38.6792368380,8.266183243909415,0.443316179892164
"70552",1000.0000000000,176.8526549500,-38.6792368380,8.266183243909415,0.443316179892164
"70554",1000.0000000000,176.8726549500,-38.6792368380,8.266183243909415,0.443316179892164
"70555",1000.0000000000,176.8826549500,-38.6792368380,8.266183243909415,0.443316179892164
"70556",1000.0000000000,176.8926549500,-38.6792368380,8.266183243909415,0.443316179892164
"70568",1000.0000000000,177.0126549500,-38.6792368380,8.266183243909415,0.443316179892164
"70569",1000.0000000000,177.0226549500,-38.6792368380,8.266183243909415,0.443316179892164
"70570",1000.0000000000,177.0326549500,-38.6792368380,8.266183243909415,0.443316179892164
"70571",1000.0000000000,177.0426549500,-38.6792368380,8.266183243909415,0.443316179892164
"70572",872.4010000000,177.0526549500,-38.6792368380,13.918605848689337,0.518244022057674
"70573",795.8580000000,177.0626549500,-38.6792368380,19.754064214221188,0.575648890069477
"70574",932.6040000000,177.0726549500,-38.6792368380,10.789365485102792,0.480153281102865
"70575",1000.0000000000,177.0826549500,-38.6792368380,8.266183243909415,0.443316179892164
"70576",1000.0000000000,177.0926549500,-38.6792368380,8.266183243909415,0.443316179892164
"70577",1000.0000000000,177.1026549500,-38.6792368380,8.266183243909415,0.443316179892164
"70578",1000.0000000000,177.1126549500,-38.6792368380,8.266183243909415,0.443316179892164
"70579",1000.0000000000,177.1226549500,-38.6792368380,8.266183243909415,0.443316179892164
"70580",1000.0000000000,177.1326549500,-38.6792368380,8.266183243909415,0.443316179892164
"70581",1000.0000000000,177.1426549500,-38.6792368380,8.266183243909415,0.443316179892164
"70582",995.9160000000,177.1526549500,-38.6792368380,8.396365961919006,0.445396502500676
"70583",960.2840000000,177.1626549500,-38.6792368380,9.649495898756831,0.464353083318594
"70584",790.9040000000,177.1726549500,-38.6792368380,20.229621068969301,0.579775670807508
"70585",494.5370000000,177.1826549500,-38.6792368380,115.445628989433729,0.992087931315152
"70586",540.7020000000,177.1926549500,-38.6792368380,84.298614499526735,0.895797111405511
"70587",799.5780000000,177.2026549500,-38.6792368380,19.406173683574128,0.572586079739041
"70588",901.8450000000,177.2126549500,-38.6792368380,12.262767353429538,0.498933524922356
"70589",833.9240000000,177.2226549500,-38.6792368380,16.531599684044096,0.545688620441347
"70590",910.4920000000,177.2326549500,-38.6792368380,11.824212938391005,0.493516508406270
"70591",1000.0000000000,177.2426549500,-38.6792368380,8.266183243909415,0.443316179892164
"70592",1000.0000000000,177.2526549500,-38.6792368380,8.266183243909415,0.443316179892164
"70593",1000.0000000000,177.2626549500,-38.6792368380,8.266183243909415,0.443316179892164
"70594",1000.0000000000,177.2726549500,-38.6792368380,8.266183243909415,0.443316179892164
"70595",1000.0000000000,177.2826549500,-38.6792368380,8.266183243909415,0.443316179892164
"70596",1000.0000000000,177.2926549500,-38.6792368380,8.266183243909415,0.443316179892164
"70597",1000.0000000000,177.3026549500,-38.6792368380,8.266183243909415,0.443316179892164
"70598",1000.0000000000,177.3126549500,-38.6792368380,8.266183243909415,0.443316179892164
"70599",1000.0000000000,177.3226549500,-38.6792368380,8.266183243909415,0.443316179892164
"70600",969.3330000000,177.3326549500,-38.6792368380,9.310078961366742,0.459397335920272
"70601",971.3080000000,177.3426549500,-38.6792368380,9.238009933620592,0.458328869178207
"70602",992.1560000000,177.3526549500,-38.6792368380,8.518514510829050,0.447328021864433
"70603",999.8900000000,177.3626549500,-38.6792368380,8.269656145049389,0.443371973379392
"70604",1000.0000000000,177.3726549500,-38.6792368380,8.266183243909415,0.443316179892164
"70605",1000.0000000000,177.3826549500,-38.6792368380,8.266183243909415,0.443316179892164
"70606",1000.0000000000,177.3926549500,-38.6792368380,8.266183243909415,0.443316179892164
"70607",1000.0000000000,177.4026549500,-38.6792368380,8.266183243909415,0.443316179892164
"70608",1000.0000000000,177.4126549500,-38.6792368380,8.266183243909415,0.443316179892164
"70901",1000.0000000000,176.7726549500,-38.6892368380,8.266183243909415,0.443316179892164
"70902",1000.0000000000,176.7826549500,-38.6892368380,8.266183243909415,0.443316179892164
"70903",1000.0000000000,176.7926549500,-38.6892368380,8.266183243909415,0.443316179892164
"70904",1000.0000000000,176.8026549500,-38.6892368380,8.266183243909415,0.443316179892164
"70905",1000.0000000000,176.8126549500,-38.6892368380,8.266183243909415,0.443316179892164
"70907",1000.0000000000,176.8326549500,-38.6892368380,8.266183243909415,0.443316179892164
"70908",1000.0000000000,176.8426549500,-38.6892368380,8.266183243909415,0.443316179892164
"70909",1000.0000000000,176.8526549500,-38.6892368380,8.266183243909415,0.443316179892164
"70910",1000.0000000000,176.8626549500,-38.6892368380,8.266183243909415,0.443316179892164
"70911",1000.0000000000,176.8726549500,-38.6892368380,8.266183243909415,0.443316179892164
"70912",1000.0000000000,176.8826549500,-38.6892368380,8.266183243909415,0.443316179892164
"70913",1000.0000000000,176.8926549500,-38.6892368380,8.266183243909415,0.443316179892164
"70914",1000.0000000000,176.9026549500,-38.6892368380,8.266183243909415,0.443316179892164
"70915",1000.0000000000,176.9126549500,-38.6892368380,8.266183243909415,0.443316179892164
"70924",1000.0000000000,177.0026549500,-38.6892368380,8.266183243909415,0.443316179892164
"70925",1000.0000000000,177.0126549500,-38.6892368380,8.266183243909415,0.443316179892164
"70926",1000.0000000000,177.0226549500,-38.6892368380,8.266183243909415,0.443316179892164
"70927",1000.0000000000,177.0326549500,-38.6892368380,8.266183243909415,0.443316179892164
"70928",1000.0000000000,177.0426549500,-38.6892368380,8.266183243909415,0.443316179892164
"70929",905.4290000000,177.0526549500,-38.6892368380,12.078549949250975,0.496674825818436
"70930",859.2700000000,177.0626549500,-38.6892368380,14.747639272304665,0.527313953221458
"70931",995.9080000000,177.0726549500,-38.6892368380,8.396623499498491,0.445400595520461
"70932",1000.0000000000,177.0826549500,-38.6892368380,8.266183243909415,0.443316179892164
"70933",1000.0000000000,177.0926549500,-38.6892368380,8.266183243909415,0.443316179892164
"70934",1000.0000000000,177.1026549500,-38.6892368380,8.266183243909415,0.443316179892164
"70935",998.3490000000,177.1126549500,-38.6892368380,8.318502324405699,0.444154975168438
"70936",990.9330000000,177.1226549500,-38.6892368380,8.558727653755673,0.447959666586043
"70937",974.1050000000,177.1326549500,-38.6892368380,9.137144637830298,0.456823648888480
"70938",942.7510000000,177.1426549500,-38.6892368380,10.352748136557675,0.474245711354837
"70939",869.6850000000,177.1526549500,-38.6892368380,14.085169903512735,0.520095956746597
"70940",689.8360000000,177.1626549500,-38.6892368380,34.015743383062478,0.677935418804465
"70941",414.9720000000,177.1726549500,-38.6892368380,197.292469038551985,1.212551189402447
"70942",341.9420000000,177.1826549500,-38.6892368380,283.415059117377893,1.513115159029011
"70943",369.5090000000,177.1926549500,-38.6892368380,253.479733957264813,1.384683631522944
"70944",675.4020000000,177.2026549500,-38.6892368380,36.850934251799551,0.694535202092794
"70945",966.9540000000,177.2126549500,-38.6892368380,9.397834085033589,0.460690578500925
"70946",1000.0000000000,177.2226549500,-38.6892368380,8.266183243909415,0.443316179892164
"70947",1000.0000000000,177.2326549500,-38.6892368380,8.266183243909415,0.443316179892164
"70948",1000.0000000000,177.2426549500,-38.6892368380,8.266183243909415,0.443316179892164
"70949",1000.0000000000,177.2526549500,-38.6892368380,8.266183243909415,0.443316179892164
"70950",1000.0000000000,177.2626549500,-38.6892368380,8.266183243909415,0.443316179892164
"70951",1000.0000000000,177.2726549500,-38.6892368380,8.266183243909415,0.443316179892164
"70952",1000.0000000000,177.2826549500,-38.6892368380,8.266183243909415,0.443316179892164
"70953",1000.0000000000,177.2926549500,-38.6892368380,8.266183243909415,0.443316179892164
"70954",1000.0000000000,177.3026549500,-38.6892368380,8.266183243909415,0.443316179892164
"70955",1000.0000000000,177.3126549500,-38.6892368380,8.266183243909415,0.443316179892164
"70956",1000.0000000000,177.3226549500,-38.6892368380,8.266183243909415,0.443316179892164
"70957",1000.0000000000,177.3326549500,-38.6892368380,8.266183243909415,0.443316179892164
"70958",1000.0000000000,177.3426549500,-38.6892368380,8.266183243909415,0.443316179892164
"70959",1000.0000000000,177.3526549500,-38.6892368380,8.266183243909415,0.443316179892164
"70960",1000.0000000000,177.3626549500,-38.6892368380,8.266183243909415,0.443316179892164
"70961",1000.0000000000,177.3726549500,-38.6892368380,8.266183243909415,0.443316179892164
"70962",1000.0000000000,177.3826549500,-38.6892368380,8.266183243909415,0.443316179892164
