Lon,Lat,Vs30,Z2.5,Z1.0
177.342655,-38.65923684,741.409,0.624262716,25.87099301
177.352655,-38.65923684,772.906,0.595246241,22.08315606
177.362655,-38.65923684,895.285,0.503117989,12.60921678
177.372655,-38.65923684,981.717,0.452773752,8.869586436
177.382655,-38.65923684,1000,0.44331618,8.266183244
177.392655,-38.65923684,1000,0.44331618,8.266183244
177.402655,-38.65923684,1000,0.44331618,8.266183244
177.412655,-38.65923684,1000,0.44331618,8.266183244
177.422655,-38.65923684,1000,0.44331618,8.266183244
177.432655,-38.65923684,1000,0.44331618,8.266183244
176.882655,-38.66923684,1000,0.44331618,8.266183244
177.022655,-38.66923684,1000,0.44331618,8.266183244
177.032655,-38.66923684,1000,0.44331618,8.266183244
177.042655,-38.66923684,1000,0.44331618,8.266183244
177.052655,-38.66923684,995.074,0.44582768,8.423526527
177.062655,-38.66923684,935.206,0.478625297,10.67522509
177.072655,-38.66923684,893.908,0.504004706,12.68349933
177.082655,-38.66923684,1000,0.44331618,8.266183244
177.092655,-38.66923684,1000,0.44331618,8.266183244
177.102655,-38.66923684,1000,0.44331618,8.266183244
177.112655,-38.66923684,1000,0.44331618,8.266183244
177.122655,-38.66923684,1000,0.44331618,8.266183244
177.132655,-38.66923684,1000,0.44331618,8.266183244
177.142655,-38.66923684,1000,0.44331618,8.266183244
177.152655,-38.66923684,1000,0.44331618,8.266183244
177.162655,-38.66923684,999.297,0.443672978,8.288409968
177.172655,-38.66923684,989.296,0.448807751,8.612928817
177.182655,-38.66923684,941.518,0.474956278,10.40459932
177.192655,-38.66923684,939.734,0.47598792,10.48020252
177.202655,-38.66923684,972.088,0.457908174,9.209741048
177.212655,-38.66923684,875.128,0.516396982,13.75385537
177.222655,-38.66923684,656.647,0.717275199,40.98851577
177.232655,-38.66923684,605.949,0.786333385,55.42628279
177.242655,-38.66923684,942.796,0.474219816,10.35086193
177.252655,-38.66923684,997.51,0.444582372,8.345249699
177.262655,-38.66923684,1000,0.44331618,8.266183244
177.272655,-38.66923684,1000,0.44331618,8.266183244
177.282655,-38.66923684,1000,0.44331618,8.266183244
177.292655,-38.66923684,1000,0.44331618,8.266183244
177.302655,-38.66923684,1000,0.44331618,8.266183244
177.312655,-38.66923684,1000,0.44331618,8.266183244
177.322655,-38.66923684,987.922,0.449521908,8.658756511
177.332655,-38.66923684,782.936,0.586530685,21.02509792
177.342655,-38.66923684,752.065,0.614154206,24.50426994
177.352655,-38.66923684,902.935,0.498244554,12.20636907
177.362655,-38.66923684,992.699,0.447048113,8.500736649
177.372655,-38.66923684,1000,0.44331618,8.266183244
177.382655,-38.66923684,1000,0.44331618,8.266183244
177.392655,-38.66923684,1000,0.44331618,8.266183244
177.402655,-38.66923684,1000,0.44331618,8.266183244
177.412655,-38.66923684,1000,0.44331618,8.266183244
177.422655,-38.66923684,1000,0.44331618,8.266183244
176.842655,-38.67923684,1000,0.44331618,8.266183244
176.852655,-38.67923684,1000,0.44331618,8.266183244
176.872655,-38.67923684,1000,0.44331618,8.266183244
176.882655,-38.67923684,1000,0.44331618,8.266183244
176.892655,-38.67923684,1000,0.44331618,8.266183244
177.012655,-38.67923684,1000,0.44331618,8.266183244
177.022655,-38.67923684,1000,0.44331618,8.266183244
177.032655,-38.67923684,1000,0.44331618,8.266183244
177.042655,-38.67923684,1000,0.44331618,8.266183244
177.052655,-38.67923684,872.401,0.518244022,13.91860585
177.062655,-38.67923684,795.858,0.57564889,19.75406421
177.072655,-38.67923684,932.604,0.480153281,10.78936549
177.082655,-38.67923684,1000,0.44331618,8.266183244
177.092655,-38.67923684,1000,0.44331618,8.266183244
177.102655,-38.67923684,1000,0.44331618,8.266183244
177.112655,-38.67923684,1000,0.44331618,8.266183244
177.122655,-38.67923684,1000,0.44331618,8.266183244
177.132655,-38.67923684,1000,0.44331618,8.266183244
177.142655,-38.67923684,1000,0.44331618,8.266183244
177.152655,-38.67923684,995.916,0.445396503,8.396365962
177.162655,-38.67923684,960.284,0.464353083,9.649495899
177.172655,-38.67923684,790.904,0.579775671,20.22962107
177.182655,-38.67923684,494.537,0.992087931,115.445629
177.192655,-38.67923684,540.702,0.895797111,84.2986145
177.202655,-38.67923684,799.578,0.57258608,19.40617368
177.212655,-38.67923684,901.845,0.498933525,12.26276735
177.222655,-38.67923684,833.924,0.54568862,16.53159968
177.232655,-38.67923684,910.492,0.493516508,11.82421294
177.242655,-38.67923684,1000,0.44331618,8.266183244
177.252655,-38.67923684,1000,0.44331618,8.266183244
177.262655,-38.67923684,1000,0.44331618,8.266183244
177.272655,-38.67923684,1000,0.44331618,8.266183244
177.282655,-38.67923684,1000,0.44331618,8.266183244
177.292655,-38.67923684,1000,0.44331618,8.266183244
177.302655,-38.67923684,1000,0.44331618,8.266183244
177.312655,-38.67923684,1000,0.44331618,8.266183244
177.322655,-38.67923684,1000,0.44331618,8.266183244
177.332655,-38.67923684,969.333,0.459397336,9.310078961
177.342655,-38.67923684,971.308,0.458328869,9.238009934
177.352655,-38.67923684,992.156,0.447328022,8.518514511
177.362655,-38.67923684,999.89,0.443371973,8.269656145
177.372655,-38.67923684,1000,0.44331618,8.266183244
177.382655,-38.67923684,1000,0.44331618,8.266183244
177.392655,-38.67923684,1000,0.44331618,8.266183244
177.402655,-38.67923684,1000,0.44331618,8.266183244
177.412655,-38.67923684,1000,0.44331618,8.266183244
176.772655,-38.68923684,1000,0.44331618,8.266183244
176.782655,-38.68923684,1000,0.44331618,8.266183244
176.792655,-38.68923684,1000,0.44331618,8.266183244
176.802655,-38.68923684,1000,0.44331618,8.266183244
176.812655,-38.68923684,1000,0.44331618,8.266183244
176.832655,-38.68923684,1000,0.44331618,8.266183244
176.842655,-38.68923684,1000,0.44331618,8.266183244
176.852655,-38.68923684,1000,0.44331618,8.266183244
176.862655,-38.68923684,1000,0.44331618,8.266183244
176.872655,-38.68923684,1000,0.44331618,8.266183244
176.882655,-38.68923684,1000,0.44331618,8.266183244
176.892655,-38.68923684,1000,0.44331618,8.266183244
176.902655,-38.68923684,1000,0.44331618,8.266183244
176.912655,-38.68923684,1000,0.44331618,8.266183244
177.002655,-38.68923684,1000,0.44331618,8.266183244
177.012655,-38.68923684,1000,0.44331618,8.266183244
177.022655,-38.68923684,1000,0.44331618,8.266183244
177.032655,-38.68923684,1000,0.44331618,8.266183244
177.042655,-38.68923684,1000,0.44331618,8.266183244
177.052655,-38.68923684,905.429,0.496674826,12.07854995
177.062655,-38.68923684,859.27,0.527313953,14.74763927
177.072655,-38.68923684,995.908,0.445400596,8.396623499
177.082655,-38.68923684,1000,0.44331618,8.266183244
177.092655,-38.68923684,1000,0.44331618,8.266183244
177.102655,-38.68923684,1000,0.44331618,8.266183244
177.112655,-38.68923684,998.349,0.444154975,8.318502324
177.122655,-38.68923684,990.933,0.447959667,8.558727654
177.132655,-38.68923684,974.105,0.456823649,9.137144638
177.142655,-38.68923684,942.751,0.474245711,10.35274814
177.152655,-38.68923684,869.685,0.520095957,14.0851699
177.162655,-38.68923684,689.836,0.677935419,34.01574338
177.172655,-38.68923684,414.972,1.212551189,197.292469
177.182655,-38.68923684,341.942,1.513115159,283.4150591
177.192655,-38.68923684,369.509,1.384683632,253.479734
177.202655,-38.68923684,675.402,0.694535202,36.85093425
177.212655,-38.68923684,966.954,0.460690579,9.397834085
177.222655,-38.68923684,1000,0.44331618,8.266183244
177.232655,-38.68923684,1000,0.44331618,8.266183244
177.242655,-38.68923684,1000,0.44331618,8.266183244
177.252655,-38.68923684,1000,0.44331618,8.266183244
177.262655,-38.68923684,1000,0.44331618,8.266183244
177.272655,-38.68923684,1000,0.44331618,8.266183244
177.282655,-38.68923684,1000,0.44331618,8.266183244
177.292655,-38.68923684,1000,0.44331618,8.266183244
177.302655,-38.68923684,1000,0.44331618,8.266183244
177.312655,-38.68923684,1000,0.44331618,8.266183244
177.322655,-38.68923684,1000,0.44331618,8.266183244
177.332655,-38.68923684,1000,0.44331618,8.266183244
177.342655,-38.68923684,1000,0.44331618,8.266183244
177.352655,-38.68923684,1000,0.44331618,8.266183244
177.362655,-38.68923684,1000,0.44331618,8.266183244
177.372655,-38.68923684,1000,0.44331618,8.266183244
177.382655,-38.68923684,1000,0.44331618,8.266183244
177.392655,-38.68923684,1000,0.44331618,8.266183244
177.402655,-38.68923684,1000,0.44331618,8.266183244
176.772655,-38.69923684,1000,0.44331618,8.266183244
176.782655,-38.69923684,1000,0.44331618,8.266183244
176.792655,-38.69923684,1000,0.44331618,8.266183244
176.802655,-38.69923684,1000,0.44331618,8.266183244
176.812655,-38.69923684,1000,0.44331618,8.266183244
176.822655,-38.69923684,1000,0.44331618,8.266183244
176.832655,-38.69923684,1000,0.44331618,8.266183244
176.842655,-38.69923684,1000,0.44331618,8.266183244
176.852655,-38.69923684,1000,0.44331618,8.266183244
176.862655,-38.69923684,1000,0.44331618,8.266183244
176.872655,-38.69923684,1000,0.44331618,8.266183244
176.882655,-38.69923684,1000,0.44331618,8.266183244
176.892655,-38.69923684,1000,0.44331618,8.266183244
176.902655,-38.69923684,1000,0.44331618,8.266183244
176.912655,-38.69923684,1000,0.44331618,8.266183244
176.922655,-38.69923684,1000,0.44331618,8.266183244
176.932655,-38.69923684,1000,0.44331618,8.266183244
176.942655,-38.69923684,1000,0.44331618,8.266183244
176.952655,-38.69923684,1000,0.44331618,8.266183244
176.962655,-38.69923684,1000,0.44331618,8.266183244
176.982655,-38.69923684,1000,0.44331618,8.266183244
176.992655,-38.69923684,1000,0.44331618,8.266183244
177.002655,-38.69923684,1000,0.44331618,8.266183244
177.012655,-38.69923684,1000,0.44331618,8.266183244
177.022655,-38.69923684,1000,0.44331618,8.266183244
177.032655,-38.69923684,1000,0.44331618,8.266183244
177.042655,-38.69923684,1000,0.44331618,8.266183244
177.052655,-38.69923684,962.789,0.462971206,9.553996456
177.062655,-38.69923684,935.084,0.478696736,10.68054269
177.072655,-38.69923684,999.109,0.443768486,8.294366724
177.082655,-38.69923684,1000,0.44331618,8.266183244
177.092655,-38.69923684,1000,0.44331618,8.266183244
177.102655,-38.69923684,994.937,0.44589791,8.427956238
177.112655,-38.69923684,918.072,0.488857845,11.45591623
177.122655,-38.69923684,805.754,0.567568072,18.84543397
177.132655,-38.69923684,701.558,0.66499265,31.91099296
177.142655,-38.69923684,592.477,0.806821367,60.26831245
177.152655,-38.69923684,458.614,1.081478429,147.9381614
177.162655,-38.69923684,340.173,1.522120255,285.1163152
177.172655,-38.69923684,330.974,1.570613713,293.4609711
177.182655,-38.69923684,330,1.575918069,294.2938215
177.192655,-38.69923684,371.246,1.377274487,251.4189095
177.202655,-38.69923684,589.736,0.811112776,61.31540952
177.212655,-38.69923684,877.249,0.514968904,13.62741127
177.222655,-38.69923684,1000,0.44331618,8.266183244
177.232655,-38.69923684,1000,0.44331618,8.266183244
177.242655,-38.69923684,1000,0.44331618,8.266183244
177.252655,-38.69923684,1000,0.44331618,8.266183244
177.262655,-38.69923684,1000,0.44331618,8.266183244
177.272655,-38.69923684,1000,0.44331618,8.266183244
177.282655,-38.69923684,1000,0.44331618,8.266183244
177.292655,-38.69923684,1000,0.44331618,8.266183244
177.302655,-38.69923684,1000,0.44331618,8.266183244
177.312655,-38.69923684,1000,0.44331618,8.266183244
177.322655,-38.69923684,1000,0.44331618,8.266183244
177.332655,-38.69923684,1000,0.44331618,8.266183244
177.342655,-38.69923684,1000,0.44331618,8.266183244
177.352655,-38.69923684,1000,0.44331618,8.266183244
177.362655,-38.69923684,1000,0.44331618,8.266183244
177.372655,-38.69923684,1000,0.44331618,8.266183244
177.382655,-38.69923684,1000,0.44331618,8.266183244
177.392655,-38.69923684,1000,0.44331618,8.266183244
177.402655,-38.69923684,1000,0.44331618,8.266183244
177.412655,-38.69923684,1000,0.44331618,8.266183244
177.422655,-38.69923684,1000,0.44331618,8.266183244
177.432655,-38.69923684,1000,0.44331618,8.266183244
176.762655,-38.70923684,1000,0.44331618,8.266183244
176.772655,-38.70923684,1000,0.44331618,8.266183244
176.782655,-38.70923684,1000,0.44331618,8.266183244
176.792655,-38.70923684,1000,0.44331618,8.266183244
176.802655,-38.70923684,1000,0.44331618,8.266183244
176.812655,-38.70923684,1000,0.44331618,8.266183244
176.822655,-38.70923684,1000,0.44331618,8.266183244
176.832655,-38.70923684,1000,0.44331618,8.266183244
176.842655,-38.70923684,1000,0.44331618,8.266183244
176.852655,-38.70923684,1000,0.44331618,8.266183244
176.862655,-38.70923684,1000,0.44331618,8.266183244
176.872655,-38.70923684,1000,0.44331618,8.266183244
176.882655,-38.70923684,1000,0.44331618,8.266183244
176.892655,-38.70923684,1000,0.44331618,8.266183244
176.902655,-38.70923684,1000,0.44331618,8.266183244
176.912655,-38.70923684,1000,0.44331618,8.266183244
176.922655,-38.70923684,1000,0.44331618,8.266183244
176.932655,-38.70923684,1000,0.44331618,8.266183244
176.942655,-38.70923684,1000,0.44331618,8.266183244
176.952655,-38.70923684,1000,0.44331618,8.266183244
176.962655,-38.70923684,1000,0.44331618,8.266183244
176.972655,-38.70923684,1000,0.44331618,8.266183244
176.982655,-38.70923684,1000,0.44331618,8.266183244
176.992655,-38.70923684,1000,0.44331618,8.266183244
177.002655,-38.70923684,1000,0.44331618,8.266183244
177.012655,-38.70923684,1000,0.44331618,8.266183244
177.022655,-38.70923684,1000,0.44331618,8.266183244
177.032655,-38.70923684,1000,0.44331618,8.266183244
177.042655,-38.70923684,1000,0.44331618,8.266183244
177.052655,-38.70923684,951.149,0.46945853,10.00811611
177.062655,-38.70923684,887.01,0.508491105,13.06402506
177.072655,-38.70923684,965.545,0.461459743,9.450300415
177.082655,-38.70923684,998.609,0.444022684,8.310235454
177.092655,-38.70923684,1000,0.44331618,8.266183244
177.102655,-38.70923684,873.714,0.517353164,13.83897308
177.112655,-38.70923684,582.802,0.822162227,64.06398521
177.122655,-38.70923684,377.685,1.350445815,243.656012
177.132655,-38.70923684,330,1.575918069,294.2938215
177.142655,-38.70923684,330,1.575918069,294.2938215
177.152655,-38.70923684,330,1.575918069,294.2938215
177.162655,-38.70923684,330,1.575918069,294.2938215
177.172655,-38.70923684,330,1.575918069,294.2938215
177.182655,-38.70923684,330,1.575918069,294.2938215
177.192655,-38.70923684,357.235,1.439243258,267.5264567
177.202655,-38.70923684,584.937,0.818730142,63.20214324
177.212655,-38.70923684,921.676,0.486671631,11.28587715
177.222655,-38.70923684,993.562,0.446603922,8.472578115
177.232655,-38.70923684,952.03,0.468961572,9.972805794
177.242655,-38.70923684,974.062,0.456846719,9.138684763
177.252655,-38.70923684,994.092,0.446331539,8.455343208
177.262655,-38.70923684,1000,0.44331618,8.266183244
177.272655,-38.70923684,1000,0.44331618,8.266183244
177.282655,-38.70923684,967.861,0.460196722,9.364254715
177.292655,-38.70923684,915.804,0.49024309,11.56457896
177.302655,-38.70923684,942.604,0.474330321,10.35891278
177.312655,-38.70923684,997.912,0.444377492,8.332420402
177.322655,-38.70923684,1000,0.44331618,8.266183244
177.332655,-38.70923684,1000,0.44331618,8.266183244
177.342655,-38.70923684,1000,0.44331618,8.266183244
177.352655,-38.70923684,1000,0.44331618,8.266183244
177.362655,-38.70923684,1000,0.44331618,8.266183244
177.372655,-38.70923684,1000,0.44331618,8.266183244
177.382655,-38.70923684,1000,0.44331618,8.266183244
177.392655,-38.70923684,1000,0.44331618,8.266183244
177.402655,-38.70923684,1000,0.44331618,8.266183244
177.412655,-38.70923684,1000,0.44331618,8.266183244
177.422655,-38.70923684,1000,0.44331618,8.266183244
177.432655,-38.70923684,1000,0.44331618,8.266183244
177.442655,-38.70923684,1000,0.44331618,8.266183244
177.452655,-38.70923684,1000,0.44331618,8.266183244
177.462655,-38.70923684,1000,0.44331618,8.266183244
176.752655,-38.71923684,1000,0.44331618,8.266183244
176.762655,-38.71923684,1000,0.44331618,8.266183244
176.772655,-38.71923684,1000,0.44331618,8.266183244
176.782655,-38.71923684,1000,0.44331618,8.266183244
176.792655,-38.71923684,1000,0.44331618,8.266183244
176.802655,-38.71923684,1000,0.44331618,8.266183244
176.812655,-38.71923684,1000,0.44331618,8.266183244
176.822655,-38.71923684,1000,0.44331618,8.266183244
176.832655,-38.71923684,1000,0.44331618,8.266183244
176.842655,-38.71923684,1000,0.44331618,8.266183244
176.852655,-38.71923684,1000,0.44331618,8.266183244
176.862655,-38.71923684,1000,0.44331618,8.266183244
176.872655,-38.71923684,1000,0.44331618,8.266183244
176.882655,-38.71923684,1000,0.44331618,8.266183244
176.892655,-38.71923684,1000,0.44331618,8.266183244
176.902655,-38.71923684,1000,0.44331618,8.266183244
176.912655,-38.71923684,1000,0.44331618,8.266183244
176.922655,-38.71923684,1000,0.44331618,8.266183244
176.932655,-38.71923684,1000,0.44331618,8.266183244
176.942655,-38.71923684,1000,0.44331618,8.266183244
176.952655,-38.71923684,1000,0.44331618,8.266183244
176.962655,-38.71923684,1000,0.44331618,8.266183244
176.972655,-38.71923684,1000,0.44331618,8.266183244
176.982655,-38.71923684,1000,0.44331618,8.266183244
176.992655,-38.71923684,1000,0.44331618,8.266183244
177.002655,-38.71923684,1000,0.44331618,8.266183244
177.012655,-38.71923684,1000,0.44331618,8.266183244
177.022655,-38.71923684,1000,0.44331618,8.266183244
177.032655,-38.71923684,1000,0.44331618,8.266183244
177.042655,-38.71923684,1000,0.44331618,8.266183244
177.052655,-38.71923684,995.338,0.445692405,8.414998719
177.062655,-38.71923684,985.946,0.450552706,8.725203435
177.072655,-38.71923684,987.33,0.449830266,8.678596538
177.082655,-38.71923684,995.692,0.445511134,8.403580781
177.092655,-38.71923684,990.5,0.4481837,8.573022372
177.102655,-38.71923684,600.201,0.794954259,57.43210356
177.112655,-38.71923684,358.531,1.433293143,266.0914098
177.122655,-38.71923684,330,1.575918069,294.2938215
177.132655,-38.71923684,330,1.575918069,294.2938215
177.142655,-38.71923684,330,1.575918069,294.2938215
177.152655,-38.71923684,330,1.575918069,294.2938215
177.162655,-38.71923684,330,1.575918069,294.2938215
177.172655,-38.71923684,330,1.575918069,294.2938215
177.182655,-38.71923684,355.529,1.447146659,269.3961163
177.192655,-38.71923684,471.81,1.046945254,135.0953659
